Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Population,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,CLTV,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_DSL,Internet Type_Fiber Optic,Contract_One Year,Contract_Two Year,Payment Method_Credit Card,Payment Method_Mailed Check
1,0.5622901367504013,0,0,1,1,2.617247522564184,1.2010272554623256,1,2.0049076083088657,-0.7921425503915953,1,0.33531478089172384,0,1,1.739314738864194,0,1,1,1,0,0,0,1,0,-0.10259673175451782,-0.6773579719682585,-0.24968347815386988,-0.2709700983692945,-0.4580654283867045,-0.6726301729953147,0.2916247348923141,1,0,0,0,0,0,0,0,0,0
0,0.919362119443341,0,0,0,0,-0.4838192581143885,0.9732764326329668,0,-0.6525796203023917,-0.1830516113007764,0,-1.4901656897985383,0,1,-0.9077931384611299,0,0,1,1,0,0,0,1,1,-0.9672427754278224,-0.5843707806462413,-0.24968347815386988,-0.2709700983692945,-0.8904223315730028,-0.7264809487128574,-1.6556463478810162,0,1,0,0,1,0,0,0,0,1
0,-0.4494138142129277,0,0,1,1,1.583558595671326,0.7272639110889981,1,1.3405358011560515,-0.10183948608866723,1,1.5713239379558945,1,0,-1.0058341709546603,0,0,0,0,0,0,0,0,1,-1.3207353038393654,-0.6599971357275884,1.7159363928792137,-0.2709700983692945,0.7828857213925778,-0.2985161418076602,1.2173765611288154,0,1,0,0,0,1,0,1,1,0
1,-1.5801417594072367,1,0,0,1,0.5498696687784688,1.2586509576239706,0,-0.6525796203023917,-1.0763849886339774,1,-0.3533744766120268,0,0,-1.0058341709546603,0,0,0,0,0,0,0,0,0,-1.5049497200538315,-0.9508626544416788,-0.24968347815386988,-0.2709700983692945,-0.7661559042546947,-0.9798459757261032,-1.7581342996059284,1,0,0,0,0,1,0,0,1,0
0,-0.03282983440449808,0,0,1,0,-0.4838192581143885,0.7967151383248724,1,0.34397809042682986,-0.8327486129976499,1,0.1368788931364059,1,1,-0.17248539475965108,1,0,1,0,1,1,1,1,0,0.46332323157100397,-0.6216228665213419,-0.24968347815386988,-0.2709700983692945,-0.5347070250794089,-0.6511177195596226,-1.601882176484341,1,0,0,0,0,0,1,0,0,0
1,-0.03282983440449808,0,0,0,1,0.5498696687784688,-0.9945871892172983,0,-0.6525796203023917,-1.0763849886339774,1,0.31132089903895677,0,0,-1.0058341709546603,0,0,0,0,0,0,0,0,0,-1.499970952048035,-0.9583218730545903,-0.24968347815386988,-0.2709700983692945,-0.6934958426453017,-0.9643331916445221,-1.7858564504823389,1,0,0,0,0,1,0,0,0,1
0,0.32424214828844156,0,0,1,0,-0.4838192581143885,0.34736380570475417,1,-0.3203937167259845,1.4411908929414072,1,-0.9798093379572465,1,1,-0.8097521059675994,1,1,0,0,0,0,0,1,1,0.6574951837970631,1.5058166933841381,-0.24968347815386988,-0.2709700983692945,-0.25814983448547885,1.113746131919714,0.9393149871866358,0,0,0,0,0,1,0,1,0,0
1,1.8120420761756901,0,1,1,0,-0.4838192581143885,-1.0404779865053078,1,-0.3203937167259845,0.7102817660324247,1,1.1621309798722157,1,1,-0.6136700409805383,1,0,1,0,1,1,1,1,1,1.3329480432501053,1.2647673131350377,-0.24968347815386988,-0.2709700983692945,1.525672399991364,1.4487561080599711,0.774662212284318,1,0,0,0,0,1,0,1,1,0
1,1.4549700934827505,0,1,1,0,-0.4838192581143885,0.8566570354010663,1,2.337093511885273,1.2787666425171889,1,-0.43119247181019094,1,1,-0.5156290084870079,1,0,1,1,1,1,0,1,1,1.5503542461698803,2.1166144794484723,-0.24968347815386988,-0.2709700983692945,0.34434975930844003,1.7746185906463976,0.4025133383979567,1,0,0,0,0,1,0,1,0,0
0,-0.9850217882523372,0,0,1,0,-0.4838192581143885,1.9535417107850883,1,2.66927941546168,1.1975545173050797,1,-0.5135498500615809,1,1,3.0138481612800905,0,0,1,0,1,1,1,1,1,1.2101384324404612,1.7054553083544794,-0.24968347815386988,-0.2709700983692945,0.2127346233200439,1.410494722765153,0.5436442883142292,1,0,0,0,0,1,0,0,0,0
0,-0.9850217882523372,0,0,1,0,-0.4838192581143885,-1.0224528382921825,1,-0.3203937167259845,-0.5485061747552678,1,1.4520030119853762,1,1,1.543232673877133,0,1,0,0,0,1,1,1,1,0.8035390453004233,-0.29418737336872985,-0.24968347815386988,-0.2709700983692945,0.12803543930740352,-0.19670283232138586,-0.6534485904398674,1,0,0,0,0,1,0,0,0,0
1,0.4432661425194215,0,0,0,0,-0.4838192581143885,-0.8940059159860526,0,-0.6525796203023917,1.481796955547462,1,-0.3397563274523483,0,0,-1.0058341709546603,0,0,0,0,0,0,0,0,1,-1.5132476667301589,-0.37027580393937237,-0.24968347815386988,-0.2709700983692945,0.5557610019813632,-0.13084575368278986,0.526002919574695,1,0,0,0,0,1,0,1,0,0
1,-1.0445337853678272,1,0,0,0,-0.4838192581143885,-1.0036707284743063,0,-0.6525796203023917,-0.6703243625734315,1,1.6517358663273307,0,1,1.8863762876044898,0,0,0,1,0,0,0,1,1,-0.5125152975650863,-0.6558384563239299,-0.24968347815386988,-0.2709700983692945,0.0254488840302721,-0.5130974675637452,-0.8029801921368702,1,0,0,0,1,0,0,0,1,0
1,-0.6279498055593975,0,0,0,0,-0.4838192581143885,-0.8608415356779138,0,-0.6525796203023917,0.872706016456643,1,-0.9947244537035612,1,1,-0.8587726222143647,0,1,0,0,0,0,0,1,1,0.49651501827631317,0.8884838396854833,-0.24968347815386988,-0.2709700983692945,-0.4029973719376995,0.5825856192812419,0.641931914148776,1,0,0,0,0,1,0,0,0,0
1,1.8715540732911802,0,1,0,0,-0.4838192581143885,-0.9233854882704381,0,-0.6525796203023917,-0.3860819243310494,0,-1.4901656897985383,0,1,-0.9077931384611299,0,0,0,0,0,1,1,1,1,-1.0037537408036625,-0.6692826527029532,-0.24968347815386988,-0.2709700983692945,-0.8904223315730028,-0.7936681920022196,-1.7598144299620744,1,0,0,0,0,0,0,0,0,0
0,-1.4611177651762568,1,0,0,0,-0.4838192581143885,-0.3831987630802391,0,-0.6525796203023917,0.9539181416687521,1,0.8177863511203406,0,1,2.3765814500721425,0,1,0,0,0,0,1,1,1,0.29736429804445796,0.7936923535957411,-0.24968347815386988,-0.2709700983692945,1.4642835089145498,1.0579210018645155,0.7343390837368116,1,0,0,0,0,1,0,0,0,0
0,1.93106607040667,0,1,0,0,-0.4838192581143885,-0.7176338620791458,0,-0.6525796203023917,-0.1830516113007764,1,0.33466629759840594,1,1,-0.5156290084870079,0,0,1,1,1,1,0,1,1,1.274862416515814,0.26463792194723607,-0.24968347815386988,-0.2709700983692945,0.04047711140704413,0.21966656021980133,-0.22333521926646566,1,0,0,0,0,1,0,0,0,0
1,-0.6279498055593975,0,0,0,0,-0.4838192581143885,-1.0287450816316723,0,-0.6525796203023917,-0.2642637365128856,1,-0.5628345803537514,1,1,-0.02542384601935532,0,0,0,0,0,1,1,1,1,0.6326013437680812,-0.015445835349961735,-0.24968347815386988,-0.2709700983692945,-0.45115386155068904,-0.1468495147689733,1.2324977343341303,1,0,0,0,0,1,0,0,0,0
1,-0.03282983440449808,0,0,0,0,-0.4838192581143885,-0.26298379822577284,0,-0.6525796203023917,1.2381605799111344,1,-0.31965334535948914,1,1,-0.4666084922402426,1,1,1,1,0,0,0,0,0,0.21936359928698154,1.0064451110241805,-0.24968347815386988,2.549436008647923,0.4530799295509188,0.9526081754305447,0.7897833854896328,1,0,0,0,1,0,1,0,0,0
0,1.99057806752216,0,1,0,0,-0.4838192581143885,1.1029534175468165,0,-0.6525796203023917,-1.2794153016642504,1,-0.5018771507818564,0,1,-0.31954694349994683,0,0,0,0,0,0,0,1,0,-0.6568995697331813,-0.9876086576380274,-0.24968347815386988,-0.2709700983692945,-0.8724168138668702,-1.0402396293985934,-1.3960662078564436,0,0,0,1,1,0,0,0,1,0
0,-1.0445337853678272,1,0,0,0,-0.4838192581143885,-0.42965728157181166,0,-0.6525796203023917,-1.116991051240032,1,1.6543297995006028,1,1,3.1609097100203862,0,0,0,0,1,0,0,1,1,0.6342609331033465,-0.8205353628656475,-0.24968347815386988,-0.2709700983692945,-0.6039762838136968,-0.8289245194603587,0.045485637716910395,1,0,0,0,0,1,0,0,0,0
0,1.2764341021362806,0,1,1,1,2.617247522564184,0.9553932147207322,1,-0.3203937167259845,-1.1575971138460865,1,1.2418944249503339,0,1,1.543232673877133,0,0,0,0,0,0,0,1,0,-0.6270269616984031,-0.9275388440296254,-0.24968347815386988,-0.2709700983692945,-0.691321948119102,-0.9393351496867957,0.33194786343982047,0,0,0,1,0,0,0,0,0,0
1,0.8598501223278511,0,0,0,0,-0.4838192581143885,1.689125560225619,0,-0.6525796203023917,-1.2388092390581957,1,0.1991332892949371,0,1,-0.9077931384611299,0,0,1,0,1,1,1,1,0,0.9977109975264824,-0.92907909566061,-0.24968347815386988,-0.2709700983692945,-0.828868035477891,-0.9810925698228948,0.07656804930561324,1,0,0,0,0,1,0,0,0,0
1,-0.8064857969058673,0,0,1,0,-0.4838192581143885,0.3139155647948338,1,2.66927941546168,-0.223657673906831,1,-0.9058822425189909,0,1,-0.7607315897208341,1,0,0,0,0,0,0,1,0,-0.5374091375940682,-0.3817836839823007,-0.24968347815386988,-0.2709700983692945,-0.6030074829922383,-0.48147297709709647,-0.7072127618365426,1,0,0,0,1,0,1,0,1,0
1,-1.4611177651762568,1,0,0,0,-0.4838192581143885,-0.9628894220183638,0,-0.6525796203023917,-1.0357789260279229,1,0.24517560312051748,0,1,1.2491095763965414,0,0,0,0,0,0,0,1,1,-0.6718358737505706,-0.8655327140851282,-0.24968347815386988,-0.2709700983692945,-0.6691104170905395,-0.8837259102293654,-0.08556453006248543,1,0,0,0,1,0,0,0,0,0
0,1.5739940877137304,0,1,0,0,-0.4838192581143885,-0.7545357403107411,0,-0.6525796203023917,-1.2388092390581957,0,-1.4901656897985383,0,1,-0.3685674597467121,0,0,1,0,0,0,0,1,1,-1.1448188343012267,-0.9728442455753028,-0.24968347815386988,-0.2709700983692945,-0.8904223315730028,-1.0338638925515957,-0.3359039531282544,1,0,0,0,1,0,0,0,0,0
1,1.5739940877137304,0,1,0,0,-0.4838192581143885,-0.9890045973822621,0,-0.6525796203023917,-0.5891122373613223,1,1.5797542207690292,1,1,-0.6626905572273036,1,1,0,0,0,0,0,1,1,-0.21544880655256907,-0.5828305290152566,-0.24968347815386988,-0.2709700983692945,0.11632712694075192,-0.42854495957969263,-1.335581515035184,0,0,1,0,1,0,0,1,1,0
1,0.5027781396349114,0,0,1,1,0.5498696687784688,-0.12663608917005786,0,-0.6525796203023917,1.481796955547462,1,-0.9415488236514825,1,1,0.023596670227409938,0,0,0,1,1,1,1,1,1,1.1437548590298428,2.009875041421235,-0.24968347815386988,-0.2709700983692945,-0.20075429313614046,1.5295026737317523,0.19753743494813247,0,0,0,0,0,1,0,1,0,0
0,0.02668216271099186,0,0,0,0,-0.4838192581143885,1.0714448907490697,0,-0.6525796203023917,-0.3860819243310494,0,-1.4901656897985383,0,1,-0.31954694349994683,0,0,0,0,1,1,1,0,1,-0.6618783377389776,-0.5687702319838395,3.0463332296653958,1.3406905342119724,-0.8904223315730028,-0.7092062187849733,-0.9693130973953342,1,0,0,0,1,0,0,0,0,0
1,-0.5089258113284176,0,0,0,0,-0.4838192581143885,-0.4333947794952681,0,-0.6525796203023917,-0.8327486129976499,1,-0.5900708786731088,1,1,-0.6136700409805383,0,0,0,0,1,1,1,1,0,0.9844342828443585,-0.4910095282138421,-0.24968347815386988,-0.2709700983692945,-0.6936376183752712,-0.5946100966469627,1.0686850246098856,0,0,1,0,0,1,0,0,0,0
0,-0.15185382863547797,0,0,1,0,-0.4838192581143885,0.1275610797252775,1,1.3405358011560515,-0.3454758617249948,1,0.8352954000399272,0,0,-1.0058341709546603,0,0,0,0,0,0,0,0,0,-1.4767367013543187,-0.7949891893860305,-0.24968347815386988,-0.2709700983692945,0.12639320376858962,-0.5934505552105617,-1.118004633914264,1,0,0,0,0,1,1,0,1,0
0,-1.2230697767142968,1,0,1,0,-0.4838192581143885,0.1236816515009303,0,-0.6525796203023917,-0.223657673906831,1,1.0823675347940978,0,1,1.8863762876044898,0,1,0,0,0,0,0,1,1,0.3720458181314037,-0.08620939599634293,3.59481898212758,-0.2709700983692945,0.3750323902026829,0.03016336486900203,-0.933190294738193,0,1,0,0,0,1,0,0,0,0
0,-0.2113658257509679,0,0,0,0,-0.4838192581143885,1.0665246403181905,0,-0.6525796203023917,0.2230090147597695,1,1.3106336540420451,0,0,-1.0058341709546603,0,0,0,0,0,0,0,0,0,-1.4800558800248498,-0.6804604788249562,-0.24968347815386988,-0.2709700983692945,1.0486206979321655,-0.23102247315372362,1.2745009932377827,1,0,0,0,0,1,0,1,1,0
1,0.9788741165588309,0,0,0,0,-0.4838192581143885,0.6282911812678477,0,-0.6525796203023917,0.42603932779004244,1,0.7146775074827731,0,1,-0.4666084922402426,1,0,0,0,0,0,0,1,1,0.3421732100966257,0.4001580618791584,-0.24968347815386988,-0.2709700983692945,0.8368786452226471,0.5616198565528019,0.22777978135876228,1,0,0,0,0,1,0,0,0,0
0,0.6813141309813813,0,0,1,0,-0.4838192581143885,-0.03319864108364668,1,0.6761639940032371,0.7914938912445338,0,-1.4901656897985383,0,1,-0.6136700409805383,1,0,1,0,0,0,0,1,0,-0.9772003114394151,-0.14537706222088254,-0.24968347815386988,-0.2709700983692945,-0.8904223315730028,-0.3791234232228168,0.9300742702278322,1,0,0,0,1,0,1,0,1,0
1,-0.3303898199819478,0,0,0,0,-0.4838192581143885,-0.252055165057185,0,-0.6525796203023917,-1.2794153016642504,1,-1.1380392615268466,1,1,-0.12346487851288583,0,0,0,0,0,1,1,1,1,0.7205595785371504,-0.9693456740134949,-0.24968347815386988,-0.2709700983692945,-0.8840069797918808,-1.029204834167498,0.6940159551893051,0,0,0,1,0,1,0,0,0,0
0,-0.2113658257509679,0,0,1,1,1.583558595671326,2.4056370292224276,1,0.34397809042682986,0.9945242042748067,1,-0.6951251721906302,0,0,-1.0058341709546603,0,0,0,0,0,0,0,0,0,-1.4983113627127698,-0.44766244659898785,-0.24968347815386988,-0.2709700983692945,-0.0647913680953448,-0.3749727523753994,-0.14016876663723368,1,0,0,0,0,1,0,1,0,0
1,-0.6874618026748874,0,0,0,0,-0.4838192581143885,0.3289601766892534,0,-0.6525796203023917,-1.1982031764521412,1,-0.1692052213097055,0,1,-0.17248539475965108,0,0,0,0,0,0,0,1,0,-0.6452824443863231,-0.9450977126228506,-0.24968347815386988,-0.2709700983692945,-0.8182230410860108,-0.9906300592952744,-0.6181658529607992,1,0,0,0,0,0,0,0,1,0
1,-0.27087782286645784,0,0,1,0,-0.4838192581143885,0.7135439820028922,1,-0.3203937167259845,-0.6297182999673769,1,-0.3417017773323022,1,1,-0.3685674597467121,0,0,0,0,1,1,1,1,1,0.9180507094337401,-0.34070297262446686,-0.24968347815386988,-0.2709700983692945,-0.534718839723573,-0.4288409386250202,1.1535316075952635,0,0,1,0,0,1,0,0,0,0
1,0.02668216271099186,0,0,1,0,-0.4838192581143885,-0.9859294408629624,1,1.0083498975796443,0.2230090147597695,0,-1.4901656897985383,0,1,0.21967873521447095,1,1,0,1,1,1,1,1,1,-0.1623419478240743,-0.04229022091855166,-0.24968347815386988,-0.2709700983692945,-0.8904223315730028,-0.2975550804369495,-1.8606222513308404,1,0,0,0,0,0,0,1,0,0
0,0.9788741165588309,0,0,1,1,0.5498696687784688,0.38611077784792924,1,-0.3203937167259845,1.6036151433656256,1,0.5739566328327599,1,1,-0.31954694349994683,1,1,1,1,1,1,1,1,1,1.7246111263727537,2.7233416004880615,-0.24968347815386988,-0.2709700983692945,1.8172105593854098,2.6887899163644295,-0.29138049869038274,0,0,0,0,0,1,0,1,0,0
1,-0.4494138142129277,0,0,0,0,-0.4838192581143885,-0.8414917046564746,0,-0.6525796203023917,0.42603932779004244,1,1.7289053782321764,1,1,0.3177197677080015,0,1,0,0,1,1,1,1,1,1.211798021775727,0.985189638516592,-0.24968347815386988,-0.2709700983692945,1.631437094548646,1.258709704108335,-0.866825145670422,1,0,0,0,0,1,0,0,0,0
1,1.0383861136743209,0,0,0,0,-0.4838192581143885,-0.4980676866011537,0,-0.6525796203023917,0.7102817660324247,1,1.1575915968189894,0,1,0.023596670227409938,1,1,0,1,0,1,1,1,1,0.949582906803784,1.081785419374059,-0.24968347815386988,-0.2709700983692945,1.5215372745339188,1.30275138605308,1.6508501930145092,1,0,0,0,0,1,0,0,1,0
1,1.097898110789811,0,1,1,0,-0.4838192581143885,-1.0182895494660538,1,-0.3203937167259845,0.14179688954766032,1,0.10121231200391403,1,1,-0.7607315897208341,0,0,0,0,0,1,1,1,1,0.675750666484983,0.37117932762191835,-0.24968347815386988,-0.2709700983692945,0.15333059246280353,0.3372294370239189,-1.1432065892564556,1,0,0,0,0,1,0,0,1,0
0,-0.9850217882523372,0,0,0,0,-0.4838192581143885,-1.0299751442393923,0,-0.6525796203023917,1.1163423920929705,1,-0.00643591468687941,0,1,1.3471506088900718,1,0,1,1,1,1,1,1,1,1.3296288645795744,1.7371624883580352,-0.24968347815386988,-0.2709700983692945,0.731492019278617,1.5884756279866703,1.280381449484294,1,0,0,0,0,1,0,0,0,0
0,0.14570615694197175,0,0,1,0,-0.4838192581143885,0.30303424172654286,1,0.6761639940032371,1.1975545173050797,1,-0.9123670754521711,1,0,-1.0058341709546603,0,0,0,0,0,0,0,0,0,-1.3688633945620639,-0.383984043455136,-0.24968347815386988,-0.2709700983692945,-0.23775775865819235,-0.3755647104660545,0.22609965100261617,1,0,0,0,0,1,0,1,0,0
0,0.6813141309813813,0,0,0,1,2.617247522564184,-1.0059889233888553,0,-0.6525796203023917,0.34482720257793326,1,1.0350282543818812,0,1,0.3667402839547667,0,0,0,0,0,0,0,1,0,-0.6535803910626504,-0.1968874774799555,-0.24968347815386988,-0.2709700983692945,0.9958328678068377,0.13605073886155014,0.013563160950134488,1,0,0,0,1,0,0,0,0,0
1,0.5622901367504013,0,0,1,0,-0.4838192581143885,-0.9976623457365978,1,0.6761639940032371,1.4411908929414072,1,-0.7158766375768072,0,1,-0.8587726222143647,1,1,1,0,0,1,1,1,0,0.20110811659906158,1.0791229844119283,-0.24968347815386988,-0.2709700983692945,0.06883225740095343,0.8724918710199899,0.5327234409992795,1,0,0,0,1,0,0,1,0,0
1,0.6218021338658913,0,0,1,0,-0.4838192581143885,-0.9026163542400915,1,-0.3203937167259845,-1.2794153016642504,1,-0.2684231651873646,0,1,-0.07444436226612057,0,0,0,0,0,0,0,1,1,0.20276770593432694,-0.9762107955687408,-0.24968347815386988,-0.2709700983692945,-0.8681635419677838,-1.0299674154725185,-0.1636905916232791,0,0,0,1,0,1,0,0,0,0
0,-0.15185382863547797,0,0,0,0,-0.4838192581143885,-0.31923550747880725,0,-0.6525796203023917,1.481796955547462,1,-1.370196280534702,1,1,-0.3685674597467121,0,0,1,1,1,1,1,1,0,1.2980966672095307,2.085589410881495,-0.24968347815386988,-0.2709700983692945,-0.739608398817897,1.4305969231025193,1.2602198852105408,1,0,0,0,0,1,0,1,0,0
1,0.14570615694197175,0,0,0,0,-0.4838192581143885,0.24082145983609693,0,-0.6525796203023917,-1.2794153016642504,1,-0.19449606974910882,0,1,-0.7607315897208341,0,0,0,0,0,1,1,1,1,0.47659994625312785,-0.9725802024385627,-0.24968347815386988,-0.2709700983692945,-0.8668166725330732,-1.0266977175482526,0.9502358345015854,0,0,0,1,0,1,0,0,0,0
0,-1.2230697767142968,1,0,1,0,-0.4838192581143885,-0.41328798686907836,1,1.6727217047324585,1.6036151433656256,1,0.36384804579771735,1,1,1.8373557713577247,0,1,0,0,1,1,1,1,1,1.0889884109660828,2.0157059940242483,-0.24968347815386988,-0.2709700983692945,1.5415985403246097,2.047636626269395,0.843547556886308,0,0,0,0,0,1,0,1,1,0
1,-1.4016057680607668,1,0,0,0,-0.4838192581143885,-0.14243766266922817,0,-0.6525796203023917,-1.0357789260279229,1,-0.2690716484806827,1,1,0.2686992514612362,0,0,0,0,0,1,1,1,1,0.6740910771497177,-0.7422905800116265,-0.24968347815386988,-0.2709700983692945,-0.7346935068456192,-0.8055386927730638,-0.4173902754013402,0,0,0,1,0,1,0,0,1,0
0,-0.03282983440449808,0,0,0,0,-0.4838192581143885,0.8658351948586682,0,-0.6525796203023917,-0.9545668008158137,1,0.43582969135601896,1,1,-0.17248539475965108,0,0,0,0,0,1,1,1,1,0.61102668240963,-0.6539461471772916,-0.24968347815386988,-0.2709700983692945,-0.5746168930658364,-0.6884563466543016,-0.7408153689594645,1,0,0,0,0,1,0,0,0,0
0,0.6813141309813813,0,0,1,0,-0.4838192581143885,-0.9183706176389649,1,-0.3203937167259845,0.7102817660324247,1,0.41832064243643213,1,1,-0.31954694349994683,1,1,0,1,1,1,1,1,0,1.4491192967186874,1.4616554787643348,-0.24968347815386988,-0.2709700983692945,0.8481025571785695,1.4048467461590193,-0.10740622469238473,1,0,0,0,0,1,1,0,0,0
0,1.99057806752216,0,1,1,1,0.5498696687784688,-0.9824284934409906,1,1.6727217047324585,1.5630090807595711,1,1.6608146324337831,1,1,-0.2705264272531816,1,1,0,0,1,0,0,1,0,0.14302248986477048,1.1852023145973154,-0.24968347815386988,-0.2709700983692945,3.1854999439656737,1.8749972722894366,0.961156681816535,1,0,0,0,1,0,1,0,0,0
1,-0.6874618026748874,0,0,0,0,-0.4838192581143885,-1.0240140716019808,0,-0.6525796203023917,-0.8327486129976499,0,-1.4901656897985383,0,1,-0.7117110734740689,0,1,0,1,0,0,0,1,0,-1.0253284021621136,-0.8127460903318108,-0.24968347815386988,-0.2709700983692945,-0.8904223315730028,-0.9071848611513885,-0.9970352482717448,0,0,1,0,0,0,0,0,1,0
1,0.6813141309813813,0,0,0,0,-0.4838192581143885,-0.42218228572489874,0,-0.6525796203023917,-1.2794153016642504,1,-1.40715982825383,0,1,0.3177197677080015,0,1,0,0,0,0,0,1,0,-0.46770638551291904,-0.9851002478389951,-0.24968347815386988,-0.2709700983692945,-0.8889100571199943,-1.0431158492978947,-0.5744824637010006,0,0,0,1,1,0,0,0,0,0
1,-1.104045782483317,1,0,0,1,0.5498696687784688,0.18816531820562823,0,-0.6525796203023917,-0.7921425503915953,1,-0.2470232165078694,0,1,1.8863762876044898,1,0,0,0,0,0,1,1,1,-0.42455706279601696,-0.7123216839916104,-0.24968347815386988,-0.2709700983692945,-0.5959895843587456,-0.7409456187633374,0.44283646694546314,0,0,1,0,0,0,0,0,1,0
1,-1.342093770945277,1,0,1,1,0.5498696687784688,-0.9168093843291666,1,1.0083498975796443,0.34482720257793326,1,-0.45129545390304987,0,0,-1.0058341709546603,0,0,0,0,0,0,0,0,1,-1.4900134160364424,-0.6202806472429124,-0.24968347815386988,-0.2709700983692945,-0.11441287358468633,-0.5261832234736402,1.126649521896926,1,0,0,0,0,1,0,1,1,0
